main_category,series_name,detail_page_url,gov_stat_code,overview,field_major,field_minor,stat_type,homepage_url,organization_detail,division,email,tel,organization
鉱工業,薬事工業生産動態統計調査,https://www.e-stat.go.jp/statistics/00450151,450151,この調査は、医薬品、医薬部外品、医療機器及び再生医療等製品の生産等の実態を明らかにすることを目的としています。客体範囲は「医薬品、医療機器等の品質、有効性及び安全性の確保等に関する法律」の規定により、医薬品、医薬部外品、医療機器又は再生医療等製品の製造販売業の許可を受けて製造販売する製造販売業者です。,鉱工業,製造業,基幹統計,http://www.mhlw.go.jp/toukei/list/105-1.html,厚生労働省,医政局医薬産業振興・医療情報企画課,,03-5253-1111,厚生労働省
鉱工業,医薬品・医療機器産業実態調査,https://www.e-stat.go.jp/statistics/00450152,450152,本調査は、医薬品・医療機器製造販売業及び卸売業の経営実態を把握し、医薬品・医療機器産業の健全な発展に必要な施策を講ずるための基礎資料を得ることを目的としています。,鉱工業,製造業,一般統計,http://www.mhlw.go.jp/toukei/list/87-1.html,厚生労働省,医政局経済課,,03-5253-1111,厚生労働省
鉱工業,食品産業企業設備投資動向調査,https://www.e-stat.go.jp/statistics/00500302,500302,本調査は、毎年、食料品製造業及び外食産業に属する主要企業の設備投資実績等を調査し、全国の取得設備投資額、長期資金調達・運用状況、研究開発費、海外直接投資動向等を提供しています。,鉱工業,製造業,一般統計,http://www.maff.go.jp/j/tokei/kouhyou/kigyo_setubi/index.html,農林水産省,,,03-6744-2061,農林水産省
鉱工業,食料品生産実態調査,https://www.e-stat.go.jp/statistics/00500303,500303,本調査は、食酢、ソース類等食品製造業の生産実績等を調査し、食酢、ソース類、カレー、スープ、からし粉類、香辛料、エキス、チョコレート・ココア、インスタントコーヒーの生産量、コーヒー豆の在庫量等を提供しています。（平成22年度で終了）,鉱工業,製造業,,http://www.maff.go.jp/j/tokei/kouhyou/syokuryo_seisan/index.html,農林水産省,,,03-3502-5747,農林水産省
鉱工業,油糧生産実績調査,https://www.e-stat.go.jp/statistics/00500304,500304,本調査は、国民の食生活上欠くことのできない植物油脂の原油・油かすの生産量･月末在庫を調査し、その情報を毎月提供しています。,鉱工業,製造業,一般統計,http://www.maff.go.jp/j/tokei/kouhyou/oil/index.html,農林水産省,,,03-3502-5747,農林水産省
鉱工業,米麦加工食品生産動態等統計調査,https://www.e-stat.go.jp/statistics/00500307,500307,本調査は、みそ、しょうゆ等米麦加工品を製造する工場を調査し、米麦加工品の種類別に、月別生産量、工場数、従事者数等を提供しています。（平成21年度まで）,鉱工業,製造業,,http://www.maff.go.jp/j/tokei/kouhyou/beibaku_kako/index.html,農林水産省,,,03-6794-2081,農林水産省
鉱工業,食品製造業におけるHACCPに沿った衛生管理の導入状況実態調査,https://www.e-stat.go.jp/statistics/00500311,500311,本調査は、毎年、食品製造業を調査し、HACCPの導入状況、効果、導入に当たっての問題点等を提供しています。,鉱工業,製造業,一般統計,http://www.maff.go.jp/j/tokei/kouhyou/syokuhin_doukou2/index.html,農林水産省,,,03-3502-5743,農林水産省
鉱工業,土壌改良資材の農業用払出量調査,https://www.e-stat.go.jp/statistics/00500500,500500,本調査は、地力増進法（平成59年法律第34号）第11条の規定に基づき政令で定める土壌改良資材（バーク堆肥等12種類）について、農林水産省で把握する土壌改良資材の製造業者及び輸入業者を対象とした調査を行い、土壌改良資材の供給量を種類別に提供しています。,鉱工業,製造業,一般統計,http://www.maff.go.jp/j/tokei/kouhyou/dozyo_kairyo/index.html,農林水産省,,,03-3502-0869,農林水産省
鉱工業,蚕糸業需給動向調査,https://www.e-stat.go.jp/statistics/00500504,500504,本調査は、毎年、蚕糸業の生産状況や製糸業者の取引状況等を調査し、全国の工場・設備数、従事者数、原料繭需給、製糸業者の生糸引渡別数量、生糸生産数量 、繭・国産生糸価格を提供しています。（平成17年まで）,鉱工業,製造業,,http://www.maff.go.jp/j/seisan/tokusan/sansi/index.html,農林水産省,,,03-6744-2117,農林水産省
鉱工業,水産加工業経営実態調査,https://www.e-stat.go.jp/statistics/00502001,502001,本調査は、５年ごとに水産加工業の事業活動、財務内容を調査し、水産缶詰・瓶詰等水産加工品の種類別に、全国の経営組織別・売上高別事業所数、従事者数、原料魚等の使用状況、販売方法、設備資金の状況、財務状況等を提供しています。,鉱工業,製造業,一般統計,http://www.maff.go.jp/j/tokei/kouhyou/suisan_kakogyo/index.html,水産庁,水産庁課室管理者,,03-3502-8203,農林水産省
鉱工業,工業統計調査,https://www.e-stat.go.jp/statistics/00550010,550010,我が国の工業の実態を明らかにし、産業政策、中小企業政策など、国や都道府県などの地方公共団体の行政施策のための基礎資料となります。また、我が国の経済統計体系の根幹を成し、経済白書、中小企業白書などの経済分析及び各種の経済指標へデータを提供することを目的としています。,鉱工業,製造業,基幹統計,https://www.meti.go.jp/statistics/tyo/kougyo/index.html,経済産業省,構造・企業統計室,,,経済産業省
鉱工業,本邦鉱業のすう勢調査,https://www.e-stat.go.jp/statistics/00550060,550060,我が国の鉱業の実態を明らかにすることを目的としています。採鉱、採油、採ガス、選鉱（炭）、探鉱などの鉱業活動を行っている事業所について事業所数、従業者数、生産金額等を把握し、「産業別」、「品目別」、「経営組織別」及び「資本金階層別」に集計しています。しかし経済センサス-活動調査の創設に伴い、今後は経済センサス-活動調査の中で調査を行うこととなり、平成17年調査で廃止となっております。,鉱工業,鉱業,その他,,経済産業省,,,,経済産業省
鉱工業,特定機械設備統計調査,https://www.e-stat.go.jp/statistics/00550070,550070,我が国の機械工業等における設備、すなわち金属工作機械、第二次金属加工機械等の各生産品目に共通な工作機械設備等及び特定の生産品目に固有な設備の実態を明らかにし、諸施策を実施するための基礎資料を得ることを目的としています。昭和27年に工作機械設備等統計調査として、第1回調査を実施し、以降各時代の統計ニーズに対応しつつ、おおよそ数年間隔でこれまでに7回実施されてきました。第8回調査では、調査範囲を拡大し、名称も「特定機械設備統計調査」と変更して、生産設備としての金属工作機械及び第二次金属加工機械等の状況のほか、リース・レンタルの状況及びFMCの設置状況についても、調査項目に加えて実施しています。,鉱工業,製造業,その他,,経済産業省,,,,経済産業省
鉱工業,経済産業省生産動態統計調査,https://www.e-stat.go.jp/statistics/00550200,550200,経済産業省生産動態統計調査は、統計法に基づく基幹統計『経済産業省生産動態統計』の作成を目的とする統計調査です。この調査を行うことにより鉱工業生産の動態を明らかにし、鉱工業に関する施策の基礎資料を得ることができます。,鉱工業,製造業,基幹統計,http://www.meti.go.jp/statistics/tyo/seidou/index.html,経済産業省,鉱工業動態統計室,,,経済産業省
鉱工業,生産動態統計,https://www.e-stat.go.jp/statistics/00550205,550205,,鉱工業,製造業,基幹統計,,経済産業省,,,,経済産業省
鉱工業,鉱工業生産・出荷・在庫指数,https://www.e-stat.go.jp/statistics/00550300,550300,鉱工業指数は、我が国の生産、出荷、在庫に関連する諸活動を体系的に捉えるもので、このうち生産指数は鉱工業の生産活動を表す総合的な指標として、経済指標の中では最も重要なものの一つとなっています。また、出荷指数は生産活動によって産出された製品の出荷状況を、在庫指数は生産者に残っている製品在庫の状況を表しており、鉱工業製品に対する需要や生産局面の動向を観察することができます。,鉱工業,製造業,基幹統計,http://www.meti.go.jp/statistics/tyo/iip/index.html,経済産業省,経済解析室,,,経済産業省
鉱工業,鉱工業出荷内訳表,https://www.e-stat.go.jp/statistics/00550310,550310,鉱工業出荷内訳表は、国内の鉱工業製品の出荷が国内と海外輸出のどちらに向けられたのかを表すもので、鉱工業出荷指数と財務省の貿易統計（輸出）を元に、業種別、財別の国内向け出荷指数、輸出向け出荷指数を作成しています。,鉱工業,製造業,加工統計,http://www.meti.go.jp/statistics/tyo/utiwake/index.html,経済産業省,経済解析室,,,経済産業省
鉱工業,製造工業生産能力・稼働率指数,https://www.e-stat.go.jp/statistics/00550320,550320,生産能力指数は、製造工業の生産能力を、操業日数や設備、労働力に一定の基準を設け、これらの条件が標準的な状態で生産可能な最大生産量を能力として定義し、これを指数化しています。また、稼働率指数は、製造工業の設備の稼働状況を表すために、生産量と生産能力の比から指数化しています。,鉱工業,製造業,基幹統計,,経済産業省,,,,経済産業省
鉱工業,鉱工業総供給表,https://www.e-stat.go.jp/statistics/00550330,550330,鉱工業総供給表は、国内に供給される鉱工業製品のうち、国産品と輸入品のどちらが供給されたのかを表すもので、鉱工業出荷内訳表の国内向け出荷指数と財務省の貿易統計（輸入）を元に、業種別、財別の国産指数、輸入指数を作成しています。,鉱工業,製造業,加工統計,http://www.meti.go.jp/statistics/tyo/utiwake/index.html,経済産業省,経済解析室,,,経済産業省
鉱工業,鉱工業出荷内訳表・総供給表,https://www.e-stat.go.jp/statistics/00550333,550333,(1)鉱工業出荷内訳表鉱工業出荷内訳表は、鉱工業製品の出荷が内需、外需のいずれの要因によっているかを定量的に把握することを目的として、1963年（1965年基準）から作表している。鉱工業出荷指数と財務省の貿易統計（輸出）を用いて、鉱工業出荷指数の採用品目に対応する貿易統計（輸出）の品目を選定し、鉱工業出荷を品目別に国内向けと輸出向けに分割した上で、これらを統合することにより、業種別、財別の国内向け出荷指数、輸出向け出荷指数を作成している。(2)鉱工業総供給表鉱工業総供給表は、国産品と輸入品を合わせた鉱工業製品の国内における総供給を定量的に把握することを目的として、1983年（1985年基準）から作表している。鉱工業出荷内訳表と財務省の貿易統計(輸入)を用いて、鉱工業出荷内訳表の採用品目に対応する貿易統計(輸入)の品目を選定し、品目別に輸入指数を作成した上で、これを鉱工業出荷内訳表の国内向け出荷（国産）指数と統合することにより、業種別、財別の総供給指数を作成している。,鉱工業,製造業,加工統計,https://www.meti.go.jp/statistics/tyo/utiwake/index.html,経済産業省,経済解析室,,03-3501-1644,経済産業省
鉱工業,製造工業生産予測指数,https://www.e-stat.go.jp/statistics/00550350,550350,製造工業の主要品目について、主要企業から前月の生産実績、当月及び翌月の生産計画について調査した結果を指数化しています。また、当月の生産計画が実際にどの程度生産されたかを表す実現率、翌月の生産計画が１か月後にどの程度変化したかを表す予測修正率を作成しています。,鉱工業,製造業,加工統計,,経済産業省,,,,経済産業省
鉱工業,鉄鋼需給動態統計調査,https://www.e-stat.go.jp/statistics/00550550,550550,普通鋼鋼材及び特殊鋼鋼材の需給状況を明らかにして行政施策の基礎資料とするため、実施するもの。①普通鋼熱感圧延鋼材、普通鋼冷感仕上鋼材（線類を除く）、めっき鋼材（線類を除く）又は鋼管を生産する全国の事業所、②普通鋼熱感圧延鋼材、普通鋼冷感仕上鋼材（線類を除く）、めっき鋼材（線類を除く）又は鋼管を生産する事業所の全国の本社営業所及び左記の製品を取り扱う全国の一次問屋事業所、③特殊鋼鋼材を取り扱う全国の問屋事業所を対象に、①②は１９５０年から、③は１９７５年から実施している。,鉱工業,製造業,一般統計,,経済産業省,,,,経済産業省
鉱工業,鉄鋼生産内訳月報,https://www.e-stat.go.jp/statistics/00550560,550560,（鍛鋼品及び鋳鋼品）鍛鋼品及び鋳鋼品の機種別生産の明細を明らかにし、行政施策の基礎資料とするため、実施するもの。全国の鍛鋼品及び鋳鋼品を生産する全国の事業所を対象に、１９６２年より月次で実施している。（金属課担当分）通鋼鋼材の品目（形鋼、棒鋼、線材、鋼板等）別、需要部門別（販売業者、建設業、製造業、輸出等）に出荷、在庫等の月次動向を明らかにし、普通鋼鋼材等の需給の実態を把握するため、実施するもの。普通鋼鋼材（再生鋼材を除く）、特殊鋼鋼材及び鋼管を生産している全国の事業所を対象に、１９６２年より月次で実施している。,鉱工業,製造業,一般統計,,経済産業省,,,,経済産業省
鉱工業,化学物質の製造・輸入量に関する実態調査,https://www.e-stat.go.jp/statistics/00550570,550570,,鉱工業,製造業,一般統計,,経済産業省,,,,経済産業省
鉱工業,機能性化学品動向調査,https://www.e-stat.go.jp/statistics/00550580,550580,,鉱工業,製造業,一般統計,,経済産業省,,,,経済産業省
鉱工業,砕石等動態統計調査,https://www.e-stat.go.jp/statistics/00550600,550600,砕石等動態統計調査は、砕石業を営む企業に属する事業所について、骨材の生産及び需給の実態を把握し、行政上必要とする基礎資料を得ることを目的とし、昭和５４年から統計法に基づく一般統計調査として、四半期ごとに実施しております。本統計では、砕石及び再生骨材の生産、出荷及び月末在庫、原石・コンクリート塊等再生骨材原料の採取・受入、電力及び燃料の消費量、労務、設備能力、砕石出荷内訳、等を砕石業を営む企業に属する事業所と企業の再生骨材を製造する事業所を対象として調査しております。,鉱工業,鉱業,一般統計,,経済産業省,統計情報システム室,,,経済産業省
鉱工業,砂利採取業務状況報告書集計,https://www.e-stat.go.jp/statistics/00550605,550605,砂利採取業務状況報告書集計は、砂利の採取計画等に関する規則第9条に基づき砂利採取業者から提出を受けた砂利採取業者の業務の状況に関する報告書を取りまとめたものです。・報告対象：砂利採取法第3条の登録を受けた砂利採取業者・報告項目：砂利の採取量等その他過去の集計表等については、経済産業省のホームページをご参照ください。経済産業省　https://www.meti.go.jp/,鉱工業,鉱業,業務統計,https://www.meti.go.jp/,経済産業省,製造産業局素材産業課,,,経済産業省
鉱工業,金属加工統計調査,https://www.e-stat.go.jp/statistics/00550630,550630,金属熱処理加工業に関する生産の動向の加工方法別、用途別の把握、及び金属プレス加工業に関する販売の動向を用途別、原材料別に把握し、金属熱処理加工業及び金属プレス加工業の振興を図るための行政施策の企画・立案の基礎資料とするため、実施するもの。全国の金属熱処理加工及び金属プレス加工をしている事業所のうち、従業者２０人以上の事業所を対象に、金属熱処理月報及び金属プレス加工月報として、それぞれ１９７６年７月、及び１９８２年７月より月次で実施している。,鉱工業,製造業,一般統計,,経済産業省,,,,経済産業省
鉱工業,鉱山保安統計月報,https://www.e-stat.go.jp/statistics/00550700,550700,,鉱工業,鉱業,業務統計,https://www.meti.go.jp/policy/safety_security/industrial_safety/sangyo/mine/2017_newpage/toukei.html,経済産業省,産業保安グループ鉱山・火薬類監理官付,,,経済産業省
鉱工業,埋蔵鉱量統計調査,https://www.e-stat.go.jp/statistics/00551060,551060,,鉱工業,鉱業,基幹統計,,資源エネルギー庁,,,,経済産業省
鉱工業,非鉄金属海外鉱等受入調査,https://www.e-stat.go.jp/statistics/00551090,551090,非鉄金属海外鉱等受入調査の概要・目的：非鉄金属の海外からの受入状況を明らかにすることにより、我が国における非鉄金属等の安定的かつ効率的な供給の確保を図るために、鉱物資源に関する施策の基礎資料を得るもの・調査対象：日本の製錬、精製業者のうち、銅、鉛、亜鉛の製（精）錬原料を海外から受け入れている全ての事業所・調査事項：海外銅鉱受入内訳(国名、鉱山名、含有金属量(銅))、海外粗銅受入内訳(国名、製錬所名、含有金属量(銅))、海外鉛鉱受入内訳(国名、鉱山名、含有金属量(鉛))、海外粗鉛受入内訳(国名、製錬所名、含有金属量(鉛))、海外亜鉛鉱受入内訳(国名、鉱山名、含有金属量(亜鉛))その他詳細は、下記HPを御参照ください。資源エネルギー庁　非鉄金属海外鉱等受入調査HPhttp://www.enecho.meti.go.jp/statistics/coal_and_minerals/cm003/,鉱工業,製造業,一般統計,,資源エネルギー庁,資源エネルギー庁資源・燃料部鉱物資源課,,,経済産業省
鉱工業,レアメタル生産動態統計調査,https://www.e-stat.go.jp/statistics/00551100,551100,,鉱工業,製造業,一般統計,,資源エネルギー庁,,,,経済産業省
鉱工業,採石業者の業務の状況に関する報告書の集計結果,https://www.e-stat.go.jp/statistics/00551190,551190,採石業者の業務の状況に関する報告書の集計結果概要採石法施行規則第11条に基づき採石業者から提出を受けた採石業者の業務の状況に関する報告書を取りまとめたものです。・報告対象：採石法第32条の登録を受けた採石業者・報告項目：採石業者数、岩石の生産量等その他詳細は、下記HPを御参照ください。資源エネルギー庁　採石業者の業務の状況に関する報告書の集計結果https://www.enecho.meti.go.jp/category/resources_and_fuel/mineral_resource/situation/004/,鉱工業,鉱業,業務統計,https://www.enecho.meti.go.jp/category/resources_and_fuel/mineral_resource/situation/004/,経済産業省,製造産業局鉱物課,,,経済産業省
鉱工業,規模別製造工業生産指数,https://www.e-stat.go.jp/statistics/00553030,553030,規模別製造工業生産指数は、中小企業の製造業における生産活動の把握を目的として公表してまいりましたが、製造業のみならず、非製造業や小規模企業の動向を適切に把握する必要性を鑑み、平成29年2月16日に公表予定の平成28年12月分（確報）をもって休止しております。,鉱工業,製造業,加工統計,http://www.chusho.meti.go.jp/koukai/chousa/kibobetu/index.htm,中小企業庁,中小企業庁事業環境部企画課調査室,,03-3501-1511,経済産業省
鉱工業,建設機械動向調査,https://www.e-stat.go.jp/statistics/00600080,600080,建設機械動向調査は、建設業等に対する建設機械の販売台数等について２年毎に調査を行い、国内における建設機械保有台数の現況並びに流通現況の実態を明らかにし、建設機械需要の予測、災害復旧の対応能力の推定等、経済産業行政及び国土交通行政の基礎資料として活用しています。建設機械動向調査では、建設機械購入台数、建設機械保有台数などについて、全国及び地域別に集計し、提供しています。,鉱工業,製造業,一般統計,,国土交通省,大臣官房参事官(イノベーション)グループ 施工企画室,,,国土交通省
鉱工業,造船造機統計調査,https://www.e-stat.go.jp/statistics/00600300,600300,造船造機統計調査は、統計法（平成１９年法律第５３号）に基づく造船造機統計調査規則（昭和２５年運輸省令第１４号）により、造船及び造機の実態を明らかにすることを目的として調査を実施しています。造船造機統計調査は、造船調査と造機調査にわかれており、造船調査では、日本で製造若しくは修繕される船舶に関する事項を、造機調査では、船舶用機関等の製造高、在庫高及び修繕高に関する事項を調査しています。調査結果は、毎月集計する「造船統計速報」及び「造船統計月報」と、四半期毎に集計する「造機統計四半期速報」及び「造機統計四半期報」に分けて公表しています。,鉱工業,製造業,基幹統計,http://www.mlit.go.jp/k-toukei/zousenzoukitoukei.html,国土交通省,総合政策局情報政策課交通経済統計調査室,,,国土交通省
鉱工業,鉄道車両等生産動態統計調査,https://www.e-stat.go.jp/statistics/00600310,600310,鉄道車両、鉄道車両部品、鉄道信号保安装置及び索道搬器運行装置の生産の実態を明らかにすることを目的として、鉄道車両、鉄道車両部品、鉄道信号保安装置及び索道搬器運行装置の製造（鉄道車両においては、改造及び修理を含む。）を行い、これらの製造にそれぞれ以下の従業員を使用する事業所（自己の使用に供するためにのみ鉄道車両の改造等を行う事業所は除く。）を対象に、受注高、生産高、出荷高及び在庫高に関連する事項について調査しています。,鉱工業,製造業,基幹統計,https://www.mlit.go.jp/k-toukei/tetsudousyaryou.html,国土交通省,総合政策局情報政策課交通経済統計調査室,,,国土交通省
鉱工業,舶用工業統計,https://www.e-stat.go.jp/statistics/00600750,600750,舶用工業統計は、舶用工業における事業所数・従業員数、舶用エンジン等の舶用工業製品の生産実績・輸出入実績等について集計したものであり、毎年作成しております。　我が国海事産業を下支えする舶用工業製品の生産等の実態を継続的把握し、舶用工業の施策を講じていくための重要な基礎資料として活用するとともに、関連事業者の経営の一助ともなっております。,鉱工業,製造業,業務統計,,国土交通省,,,,国土交通省
商業・サービス業,サービス産業動向調査,https://www.e-stat.go.jp/statistics/00200544,200544,サービス産業動向調査は、サービス産業の生産・雇用等の動向を把握し、ＧＤＰを始めとする各種経済指標の精度向上等に資することを目的として、2008年７月から毎月実施していましたが、2024年12月調査をもって終了し、2025年１月からサービス産業動態統計調査を新たに実施しています。なお、サービス産業動向調査において、サービス産業の地域別の状況などを明らかにすることを目的として、2013年から年１回「拡大調査」を実施していましたが、2018年調査の実施をもって終了し、経済構造実態調査に統合されています。※2025年１月から実施の「サービス産業動態統計調査」についてはこちらをご覧ください。,商業・サービス業,需給流通,一般統計,http://www.stat.go.jp/data/mssi/index.htm,総務省,統計局統計調査部経済統計課,,03-5273-1170,総務省
商業・サービス業,サービス業基本調査,https://www.e-stat.go.jp/statistics/00200545,200545,サービス業基本調査は、我が国のサービス業の経済活動及び業務の実態を全国及び地域別に明らかにすることにより、各種行政施策のための基礎資料を得ることを目的とした調査です。この調査では、産業別事業所数、従業者数、収入額などの結果を全国及び地域別に提供しています。平成元年から５年ごとに実施していましたが、平成16年の調査を最後とし、経済センサスに統合されました。,商業・サービス業,需給流通,その他,http://www.stat.go.jp/data/service/2004/index.htm,総務省,統計局統計調査部経済統計課,,03-5273-1196,総務省
商業・サービス業,サービス産業動態統計調査,https://www.e-stat.go.jp/statistics/00200546,200546,サービス産業動態統計調査は、我が国におけるサービス産業の事業活動の動態を明らかにし、ＧＤＰを始めとする各種経済指標の精度向上等に資することを目的としており、2025年１月から「サービス産業動向調査」及び「特定サービス産業動態統計調査」を統合し、新たな基幹統計調査として毎月実施しています。この調査は、売上（収入）金額及び従業者数など、サービス産業の実態を把握するための基本的な事項を調査しています。,商業・サービス業,サービス業,基幹統計,https://www.stat.go.jp/data/mbss/index.html,総務省,統計局統計調査部経済統計課,,03-5273-1170,総務省
商業・サービス業,たばこ小売販売業経営実態調査,https://www.e-stat.go.jp/statistics/00350410,350410,"たばこ関連産業の実態等に関する調査は、たばこ行政を適切に行っていくために、たばこ小売販売業者の店舗経営及び営業形態に関する状況等を把握することを目的としています。  　全国のたばこ小売販売業者の中から、 標本理論に基づく無作為抽出により、抽出された店舗（平成25年度調査時は合計7,100店舗）を調査対象としており、従業者数、経営者の年齢、店舗の業種、自動販売機設置台数、営業時間、売場面積、売上高等といった事項について調査し、その集計結果を公表しています。",商業・サービス業,商業,一般統計,,財務省,理財局管理課情報室,,,財務省
商業・サービス業,たばこ小売販売業調査,https://www.e-stat.go.jp/statistics/00350430,350430,たばこ小売販売業調査は、たばこ小売販売業者の店舗経営及び営業形態に関する状況等を把握し、たばこ行政を適切に行っていくための基礎資料を得ることを目的としています。  　全国（沖縄県を除く）のたばこ小売販売業者の中から、 標本理論に基づく無作為抽出により抽出された店舗を調査対象としており、店舗の経営者の年齢、営業形態（業種）、たばこの年間売上高等といった事項について調査し、その集計結果を公表しています。,商業・サービス業,商業,一般統計,,財務省,理財局総務課たばこ塩事業室,,,財務省
商業・サービス業,民間人材ビジネス実態把握調査,https://www.e-stat.go.jp/statistics/00450233,450233,,商業・サービス業,サービス業,一般統計,,厚生労働省,職業安定局派遣・有期労働対策部民間人材サービス推進室,,03-5253-1111,厚生労働省
商業・サービス業,農産物地産地消等実態調査,https://www.e-stat.go.jp/statistics/00500234,500234,本調査は、産地直売所や農産加工場等における仕入れ・販売状況等を調査し、産地直売所等の販売金額、地場農産物の取扱量等を提供しています。（平成21年度まで）,商業・サービス業,商業,一般統計,http://www.maff.go.jp/j/tokei/kouhyou/tisan/index.html,農林水産省,農林水産省　消費統計室,,03-6744-2048,農林水産省
商業・サービス業,愛玩動物看護師就職状況等調査,https://www.e-stat.go.jp/statistics/00500902,500902,本調査は、愛玩動物看護師を養成する大学及び養成所の愛玩動物看護師養成課程における学生の在籍状況及び卒業生の就職状況を把握しています。農林水産省は大学に対して行った調査結果を公表しています。養成所に対して行った調査結果は、環境省のページ(https://www.env.go.jp/nature/dobutsu/aigo/kangoshi/job_survey.html）を参照してください。,商業・サービス業,サービス業,一般統計,https://www.maff.go.jp/j/tokei/kouhyou/aigan/index.html,農林水産省,農林水産省　センサス統計室,,03-6744-2247,農林水産省
商業・サービス業,商業統計調査,https://www.e-stat.go.jp/statistics/00550020,550020,商業統計調査は、卸売業、小売業を営む民営の事業所を対象とする統計調査で、概ね５年ごと（経済センサス-活動調査の２年後）に実施されます。商業統計調査では、産業別、従業者規模別、地域（都道府県や市区町村）別に事業所数、従業者数、年間商品販売額、売場面積等を公表しています。調査の結果は、国や地方公共団体により中心市街地の活性化などの商業に関する施策の基礎資料や地方消費税の精算に関する基礎資料として利用されるだけでなく、民間企業による出店計画等にも広く利用されています。,商業・サービス業,商業,基幹統計,http://www.meti.go.jp/statistics/tyo/syougyo/index.html,経済産業省,統計情報システム室,,,経済産業省
商業・サービス業,消費者向け電子商取引実態調査,https://www.e-stat.go.jp/statistics/00550025,550025,消費者向け電子商取引の実態を網羅的に把握する統計調査として平成21年に初めて実施しました。我が国の消費者向け電子商取引の実態について売上高（商品別）、販売方法、配送方法、決済委手段等を把握しています。,商業・サービス業,商業,一般統計,,経済産業省,,,,経済産業省
商業・サービス業,商業動態統計調査,https://www.e-stat.go.jp/statistics/00550030,550030,商業動態統計調査は、全国の商業を営む事業所及び企業の販売額等を毎月調査することにより、商業（卸売業、小売業）の動向を把握し、景気判断、消費動向等の基礎資料を得ることを目的としています。　商業動態統計調査では、業種別商品販売額等のほか、業態別（百貨店・スーパー、コンビニエンスストア、家電大型専門店、ドラッグストア、ホームセンター）の商品販売額等を全国、経済産業局別、都道府県別に集計し、提供しています。,商業・サービス業,商業,基幹統計,http://www.meti.go.jp/statistics/tyo/syoudou/index.html,経済産業省,サービス動態統計室（商動）,,,経済産業省
商業・サービス業,専門量販店販売統計調査,https://www.e-stat.go.jp/statistics/00550035,550035,専門量販店販売統計調査は、家電大型専門店、ドラッグストア、ホームセンターの販売動向を月次データとして把握し、景気動向判断等のための基礎資料を得ることを目的に、平成２６年１月から平成２７年６月分までを調査し、平成２７年７月分からは、基幹統計である商業動態統計調査に組入れました。,商業・サービス業,商業,一般統計,,経済産業省,,,,経済産業省
商業・サービス業,ビッグデータを活用した商業動態統計調査(試験調査:家電大型専門店分野),https://www.e-stat.go.jp/statistics/00550036,550036,「商業動態統計調査」（基幹統計調査）の丁２調査（家電大型専門店）において、ＰＯＳ等ビッグデータを活用するといった新たな調査方法の採用とその調査事務について実地の検討を行い、「報告者負担の軽減化」、「統計業務の効率化」、「公表の早期化」の他、「景気動向把握の向上に資するための把握内容の詳細化」等の実現可能性などの精査に必要な基礎資料を得ることを目的としています。,商業・サービス業,商業,一般統計,http://www.meti.go.jp/statistics/tyo/bigdata_syoudou/index.html,経済産業省,サービス動態統計室（サービス）,qqcebj@meti.go.jp,03-3501-3892,経済産業省
商業・サービス業,特定サービス産業実態調査,https://www.e-stat.go.jp/statistics/00550040,550040,各種サービス産業のうち、行政、経済両面において統計ニーズの高い特定サービス産業の活動状況及び事業経営の現状を調査し、サービス産業の企画・経営及び行政施策の立案に必要な基礎データを得ることを目的としています。,商業・サービス業,サービス業,基幹統計,https://www.meti.go.jp/statistics/tyo/tokusabizi/index.html,経済産業省,構造・企業統計室,,,経済産業省
商業・サービス業,特定サービス産業動態統計調査,https://www.e-stat.go.jp/statistics/00550050,550050,特定サービス産業動態統計調査は、１９業種のサービス産業の売上高、契約高又は受注高等の経営動向を把握し、景気動向の判断材料に資するとともに、景気対策、産業振興政策、中小企業政策の推進及びサービス産業の健全な育成のための基礎資料を得ることを目的として、毎月調査を実施しています。　特定サービス産業統計調査では、業種別の売上高のほか、遊園地・テーマパークであれば入場者数、学習塾であれば受講生数や講師数など、業種の特性に応じた集計結果を提供しています。,商業・サービス業,サービス業,一般統計,http://www.meti.go.jp/statistics/tyo/tokusabido/index.html,経済産業省,サービス動態統計室（サービス）,,03-3501-1093,経済産業省
商業・サービス業,特定サービス産業動態売上高指数,https://www.e-stat.go.jp/statistics/00550051,550051,特定サービス産業動態統計売上高指数は、特定サービス産業動態統計調査の対象業種のうち、対事業所サービス業（１０業種）と結婚式場業を除く対個人サービス業（９業種）の売上高等を指数化したものです。＊特定サービス産業動態売上高指数は、2020年12月分をもって作成を終了しました。,商業・サービス業,サービス業,加工統計,http://www.meti.go.jp/statistics/tyo/tokusabido/index.html,経済産業省,サービス動態統計室（サービス）,,03-3501-1093,経済産業省
商業・サービス業,シェアリングエコノミーに関する実態調査,https://www.e-stat.go.jp/statistics/00550080,550080,,商業・サービス業,サービス業,一般統計,https://www.meti.go.jp/statistics/tyo/share_eco/index.html,経済産業省,構造・企業統計室,,,経済産業省
商業・サービス業,第3次産業活動指数,https://www.e-stat.go.jp/statistics/00550360,550360,第３次産業活動指数は、個別業種のサービスの生産活動を表す指数系列を、基準年の産業連関表による付加価値額をウェイトにして加重平均により算出しています。第３次産業の各活動を統一的尺度でみることができ、サービス部門の活動動向をみることができます。,商業・サービス業,需給流通,加工統計,http://www.meti.go.jp/statistics/tyo/sanzi/index.html,経済産業省,経済解析室,,,経済産業省
